iter	RMSE
265	0.308982243
266	0.3084784096
267	0.3081311263
268	0.3077829783
269	0.3074059602
270	0.3070828058
271	0.3067725024
272	0.3065454593
273	0.3061915697
274	0.3058901079
275	0.3056199355
276	0.3052604454
277	0.3048892053
278	0.3045445871
279	0.3043351354
280	0.3041236779
281	0.3036616685
282	0.3030807409
283	0.3023770256
284	0.3019405776
285	0.30161386
286	0.301245169
287	0.3010406302
288	0.3008025665
289	0.3006255203
290	0.300364298
291	0.3001315927
292	0.2998986003
293	0.2994661662
294	0.299229765
295	0.2985867857
296	0.2981650608
297	0.2970749748
298	0.2967434494
299	0.2965211783
300	0.2960411045
301	0.2958517787
302	0.2954169187
303	0.295225872
304	0.2947629311
305	0.2944855821
306	0.2943042725
307	0.2939301808
308	0.2938050464
309	0.2933969162
310	0.292753077
311	0.2925102357
312	0.2922492605
313	0.291899655
314	0.291650565
315	0.2911855793
316	0.2908499374
317	0.2902603032
318	0.2900548512
319	0.2898664904
320	0.2897534378
321	0.2890457516
322	0.2888050695
323	0.2882830719
324	0.2880792391
325	0.2875932179
326	0.2874270671
327	0.2871820618
328	0.2866808858
329	0.2860489981
330	0.2858021337
331	0.2855691035
332	0.2854719467
333	0.2851473099
334	0.2848478903
335	0.2844470466
336	0.2841653903
337	0.2840092646
338	0.2838090656
339	0.2836512951
340	0.2830600675
341	0.2827572611
342	0.2818652143
343	0.2817459886
344	0.2810769355
345	0.2804710229
346	0.2802053436
347	0.2799974844
348	0.2798047571
349	0.2795190328
350	0.2793032189
351	0.2791877071
352	0.2787168182
353	0.278588974
354	0.2783325696
355	0.2781303135
356	0.2779509094
357	0.2777305692
358	0.2774888935
359	0.2772604582
360	0.2767491831
361	0.2763341065
362	0.2761936106
363	0.2751597526
364	0.2746517444
365	0.2744272388
366	0.2741839486
367	0.2740198137
368	0.2738726493
369	0.2736602276
370	0.2734291346
371	0.2730756823
372	0.2726595647
373	0.2724210874
374	0.2722392546
375	0.2719482572
376	0.2717179038
377	0.2709176874
378	0.270640743
379	0.2703881723
380	0.2703064016
381	0.2701515949
382	0.2697942435
383	0.269712159
384	0.2695397638
385	0.2692965407
386	0.2691767209
387	0.268932036
388	0.2686652993
389	0.268457879
390	0.2682779374
391	0.2680490402
392	0.2677560894
393	0.2673107716
394	0.2665617538
395	0.2662901824
396	0.266105689
397	0.26600155
398	0.2656544464
399	0.2654321841
400	0.2653825522
401	0.2650587107
402	0.2649911404
403	0.2647301971
404	0.2643687787
405	0.2643229587
406	0.2638949984
407	0.2636559924
408	0.2635134623
409	0.2632875618
410	0.2630117552
411	0.2627250881
412	0.2623598613
413	0.2621695725
414	0.261740975
415	0.2613972064
416	0.2609941962
417	0.2608080019
418	0.2606910152
419	0.2603697558
420	0.2600019685
421	0.259843036
422	0.2596093055
423	0.2592757705
424	0.2591408822
425	0.2588937003
426	0.2587181549
427	0.2583974732
428	0.258276667
429	0.258072635
430	0.2577058406
431	0.2574288331
432	0.2573429798
433	0.257114967
434	0.2568659133
435	0.2567598438
436	0.2564142546
437	0.2562770923
438	0.2559631283
439	0.255808374
440	0.2556160302
441	0.2554460254
442	0.2552101069
443	0.2548610032
444	0.2547345123
445	0.2544195095
446	0.2542656075
447	0.254026399
448	0.253697834
449	0.253531107
450	0.2532831428
451	0.2531306766
452	0.2529629098
453	0.2524166137
454	0.2522687843
455	0.2520470973
456	0.2516858673
457	0.2515255037
458	0.2514775811
459	0.2512775142
460	0.2509314197
461	0.2506900303
462	0.2505338887
463	0.2503099714
464	0.2498001129
465	0.2497322155
466	0.2496229538
467	0.249435946
468	0.2492994265
469	0.2489434709
470	0.2487076567
471	0.2484006404
472	0.2481574852
473	0.2478979029
474	0.2477396622
475	0.2474153915
476	0.2472513446
477	0.247152794
478	0.2470061463
479	0.2467968683
480	0.2464988748
481	0.2462715811
482	0.2460152388
483	0.24566137
484	0.2454714088
485	0.2452492537
486	0.2450520128
487	0.244774136
488	0.2445139593
489	0.2438413862
490	0.2436580544
491	0.2432614852
492	0.2426842905
493	0.2424455447
494	0.2422719416
495	0.2421995526
496	0.2418812859
497	0.2416705308
498	0.2414849924
499	0.2411893321
500	0.2411158429
501	0.2409552428
502	0.2407866973
503	0.2404052126
504	0.2400452514
505	0.2398529209
506	0.2396788167
507	0.2393316971
508	0.2391321768
509	0.2389478506
510	0.2387687959
511	0.2384921102
512	0.2382838502
513	0.2380958359
514	0.2377333948
515	0.2375589571
516	0.2372063889
517	0.2369923295
518	0.2368635901
519	0.2366143083
520	0.2363573208
521	0.2361888866
522	0.2359751965
523	0.2357220516
524	0.2355290873
525	0.2354584345
526	0.2348892562
527	0.234759715
528	0.2344504844
529	0.234125492
530	0.2339565197
531	0.2336930973
532	0.2331165949
533	0.2327779528
534	0.2326855588
535	0.2324742016
536	0.2323529785
537	0.2320439967
538	0.2318870294
539	0.2316732026
540	0.2315414542
541	0.2314814536
542	0.2312520359
543	0.2311506214
544	0.2308708657
545	0.2305976604
546	0.2305138604
547	0.2303674668
548	0.2301139562
549	0.229893038
550	0.2296979491
551	0.2296271954
552	0.2294574377
553	0.2293895716
554	0.2291473307
555	0.2289737499
556	0.228672429
557	0.2284877679
558	0.2283472695
559	0.2281844225
560	0.2279787974
561	0.2277075761
562	0.2271745401
563	0.2269280879
564	0.2267421091
565	0.2265838331
566	0.2263754732
567	0.2261696004
568	0.2260043795
569	0.2257820131
570	0.2255571637
571	0.2251584298
572	0.2249404459
573	0.2246946072
574	0.2245897799
575	0.2242530562
576	0.2240994749
577	0.2239561581
578	0.2237234383
579	0.223527915
580	0.2234342374
581	0.2230960293
582	0.2229884192
583	0.2229166602
584	0.2226189499
585	0.2224981722
586	0.2224615249
587	0.222327743
588	0.2221652873
589	0.2218432694
590	0.2216632334
591	0.2214653605
592	0.2212111204
593	0.2208907853
594	0.2207331308
595	0.220539515
596	0.2202884967
597	0.2200911938
598	0.2199999225
599	0.2199017359
600	0.2197021354
601	0.2194945332
602	0.2191433264
603	0.2190044225
604	0.218871612
605	0.2186949947
606	0.2183860048
607	0.2179951217
608	0.2179126818
609	0.2176236557
610	0.2173232355
611	0.2171062577
612	0.2168797256
613	0.2167691184
614	0.2166187666
615	0.2164692991
616	0.2161736331
617	0.2160512992
618	0.2158476952
619	0.2154720839
620	0.2154238553
621	0.2152632338
622	0.2149315925
623	0.214786313
624	0.2145628894
625	0.2144441435
626	0.2142964104
627	0.2141136942
628	0.2138404771
629	0.2134361455
630	0.213318252
631	0.2130762302
632	0.2127951937
633	0.2126349694
634	0.2125144563
635	0.2121120734
636	0.2119730306
637	0.2118210199
638	0.2117410577
639	0.2115391637
640	0.2113651426
641	0.2111159127
642	0.210971982
643	0.2108098665
644	0.2106822984
645	0.2105208862
646	0.2104009293
647	0.2101765424
648	0.2099502319
649	0.2097273678
650	0.2095199754
651	0.2092440307
652	0.2089887934
653	0.2087709314
654	0.2085135385
655	0.2083167721
656	0.2081936048
657	0.2080319358
658	0.2078803717
659	0.2077381719
660	0.2075774786
661	0.2073679511
662	0.2073159487
663	0.2072504526
664	0.2071703209
665	0.2069258372
666	0.2067297392
667	0.2065924601
668	0.206439478
669	0.2063759276
670	0.2061454783
671	0.2059500904
672	0.2059240537
673	0.2058824014
674	0.2057484322
675	0.20558961
676	0.2055541449
677	0.2054024412
678	0.2052511256
679	0.2050744837
680	0.2048800019
681	0.2046978561
682	0.2046069867
683	0.2045749879
684	0.2044474214
685	0.2042635287
686	0.204100216
687	0.204020051
688	0.2038855055
689	0.2038214831
690	0.203524162
691	0.2033616263
692	0.2032108988
693	0.2030313952
694	0.2029171412
695	0.2028780002
696	0.2027213622
697	0.2026511488
698	0.2025413885
699	0.2023608341
700	0.2022291297
701	0.2021527186
702	0.2018855376
703	0.2015403071
704	0.2012433876
705	0.2010660896
706	0.2009262421
707	0.2008263879
708	0.2006629967
709	0.2005278519
710	0.200214456
711	0.2000960525
712	0.1999854762
713	0.1996786588
714	0.199421954
715	0.199156197
716	0.1989246321
717	0.1987392792
718	0.1985949129
719	0.1982849609
720	0.1980111145
721	0.1977497637
722	0.1977212558
723	0.1976434316
724	0.1975625577
725	0.1973350547
726	0.197147304
727	0.1970408082
728	0.1969303704
729	0.196898712
730	0.1967698193
731	0.1966096082
732	0.1964494164
733	0.1962919626
734	0.1960281931
735	0.1958823562
736	0.1957560071
737	0.1955067497
738	0.1954553059
739	0.1953342278
740	0.1952761093
741	0.1949531768
742	0.1947320374
743	0.1946709162
744	0.1946182152
745	0.1943086457
746	0.1941376045
747	0.1939646884
748	0.19337018
749	0.1931995432
750	0.192855238
751	0.1926874316
752	0.1925274228
753	0.1924322131
754	0.1923308769
755	0.1922609808
756	0.1919608601
757	0.1917868527
758	0.1915611489
759	0.1914963656
760	0.1911627973
761	0.1909155638
762	0.1907044959
763	0.1906286303
764	0.1904561928
765	0.1903503883
766	0.1902273719
767	0.1901050474
768	0.1900143159
769	0.1899115368
770	0.1897117148
771	0.1895563726
772	0.1893680264
773	0.189220233
774	0.1890485848
775	0.1889711148
776	0.1887749773
777	0.1882089125
778	0.1881419647
779	0.1880260265
780	0.18787943
781	0.187738958
782	0.1876371943
783	0.1874385172
784	0.1873761226
785	0.1872454417
786	0.187171396
787	0.1870642224
788	0.1869555599
789	0.1869100161
790	0.1868083788
791	0.1866655064
792	0.1863251946
793	0.1862148925
794	0.186110922
795	0.1859124956
796	0.1858057096
797	0.1857411313
798	0.1856213398
799	0.1854886825
800	0.1853664352
801	0.185323261
802	0.1851940368
803	0.1850975349
804	0.1848850496
805	0.1847880927
806	0.1846921591
807	0.1844166105
808	0.1842885861
809	0.1841224131
810	0.1840262582
811	0.1838014354
812	0.1836127292
813	0.1834371829
814	0.1833275591
815	0.183182431
816	0.1831144934
817	0.1829505109
818	0.1828983821
819	0.1827976757
820	0.1826906401
821	0.1825386354
822	0.1824314014
823	0.182272557
824	0.1821536998
825	0.1821065821
826	0.1815964857
827	0.1814503778
828	0.1813814007
829	0.1812405064
830	0.1811426602
831	0.1809774953
832	0.1808417532
833	0.1807506873
834	0.1806391867
835	0.1804982176
836	0.1804409306
837	0.1800872732
838	0.1799746044
839	0.1798782611
840	0.1797093535
841	0.1794823281
842	0.1793361567
843	0.1791860544
844	0.1790490431
845	0.1789124733
846	0.1788872518
847	0.1787661535
848	0.1786605381
849	0.1785385627
850	0.1784491871
851	0.178368186
852	0.1782351184
853	0.1781290495
854	0.1780133563
855	0.1778085085
856	0.177694496
857	0.1776220637
858	0.1774962343
859	0.177346225
860	0.1772071813
861	0.1770628618
862	0.1769608397
863	0.1767790121
864	0.1767526827
865	0.1766398636
866	0.1765051284
867	0.1764288138
868	0.1762764572
869	0.1761515579
870	0.1760144243
871	0.1759640809
872	0.1757442337
873	0.1755782992
874	0.1754234328
875	0.175395371
876	0.1752296026
877	0.1752066404
878	0.1751325144
879	0.1749447133
880	0.17478623
881	0.1746808557
882	0.1746490626
883	0.1745739478
884	0.1744619514
885	0.1743635519
886	0.1743065966
887	0.1739390228
888	0.1738916464
889	0.1738482864
890	0.1736868872
891	0.1735338315
892	0.1734048451
893	0.1733152185
894	0.1731574626
895	0.1730230475
896	0.1729582482
897	0.1728801438
898	0.1727759324
899	0.1726461749
900	0.1725533947
901	0.1724615652
902	0.1723543478
903	0.1722114292
904	0.1720326689
905	0.1718287514
906	0.1717554538
907	0.1715988573
908	0.1714151415
909	0.1712566106
910	0.1711636797
911	0.1710487113
912	0.1708815753
913	0.1707573887
914	0.1705739814
915	0.1705255124
916	0.1703813412
917	0.1701971649
918	0.1700224494
919	0.1698894487
920	0.169809282
921	0.1696880949
922	0.1695181447
923	0.1693735374
924	0.1692087501
925	0.16904654
926	0.1689070117
927	0.1688357845
928	0.1687384266
929	0.1686241339
930	0.1684908914
931	0.1683385915
932	0.1682761689
933	0.1680728554
934	0.1679468935
935	0.1679028015
936	0.1677328081
937	0.1675936477
938	0.1674495982
939	0.1673078343
940	0.1671357753
941	0.166932309
942	0.1669117617
943	0.1668262891
944	0.1666201094
945	0.1664635455
946	0.1663270972
947	0.1662303189
948	0.1661394089
949	0.1661061889
950	0.1660417187
951	0.1659525548
952	0.1657054487
953	0.1656876816
954	0.1655711305
955	0.1654719017
956	0.1654212876
957	0.1653111954
958	0.1651732915
959	0.1650733532
960	0.1649785276
961	0.1648874699
962	0.1648108504
963	0.1647252399
964	0.1646198852
965	0.1644822866
966	0.1643727756
967	0.1642135628
968	0.1641489386
969	0.1640774852
970	0.1639317065
971	0.1639143066
972	0.1638492583
973	0.1637266157
974	0.1635894739
975	0.1633475067
976	0.16331613
977	0.1632268375
978	0.1631074877
979	0.162969508
980	0.1628785181
981	0.1627728185
982	0.1626712436
983	0.1624896782
984	0.1624075348
985	0.1623115884
986	0.1621774218
987	0.1620383472
988	0.1618842394
989	0.1617942208
990	0.1617424776
991	0.1616493727
992	0.1615110128
993	0.1614109814
994	0.1612903016
995	0.1611909571
996	0.1610922238
997	0.1610397156
998	0.1608833486
999	0.1607987946
